iter	Passed	Remaining
227	2048	15920
228	2055	15898
229	2064	15885
230	2073	15875
231	2089	15919
232	2099	15920
233	2108	15910
234	2116	15896
235	2124	15879
236	2134	15875
237	2142	15861
238	2150	15847
239	2161	15848
240	2168	15827
241	2177	15821
242	2186	15806
243	2195	15803
244	2205	15799
245	2212	15772
246	2220	15761
247	2229	15747
248	2239	15746
249	2246	15728
250	2257	15730
251	2265	15712
252	2273	15696
253	2281	15683
254	2291	15678
255	2299	15667
256	2310	15668
257	2317	15650
258	2327	15647
259	2335	15632
260	2344	15619
261	2354	15621
262	2364	15618
263	2373	15608
264	2381	15593
265	2391	15586
266	2399	15573
267	2410	15580
268	2421	15580
269	2429	15565
270	2439	15563
271	2448	15552
272	2460	15563
273	2468	15547
274	2476	15535
275	2487	15534
276	2494	15519
277	2504	15510
278	2512	15499
279	2521	15487
280	2529	15471
281	2536	15454
282	2545	15441
283	2551	15415
284	2561	15411
285	2569	15396
286	2576	15379
287	2584	15365
288	2594	15362
289	2603	15348
290	2611	15337
291	2621	15336
292	2628	15315
293	2637	15306
294	2645	15291
295	2655	15284
296	2663	15271
297	2672	15262
298	2681	15255
299	2689	15241
300	2699	15236
301	2708	15230
302	2717	15220
303	2726	15213
304	2735	15201
305	2742	15185
306	2751	15174
307	2760	15164
308	2771	15165
309	2778	15149
310	2789	15151
311	2798	15141
312	2806	15125
313	2815	15120
314	2823	15105
315	2831	15091
316	2839	15075
317	2849	15073
318	2858	15060
319	2866	15046
320	2874	15033
321	2883	15025
322	2893	15022
323	2901	15010
324	2912	15011
325	2923	15009
326	2930	14994
327	2938	14978
328	2946	14964
329	2954	14951
330	2963	14940
331	2971	14931
332	2980	14918
333	2989	14911
334	2998	14901
335	3007	14893
336	3014	14874
337	3024	14872
338	3034	14865
339	3041	14851
340	3049	14836
341	3063	14849
342	3076	14861
343	3084	14850
344	3093	14837
345	3101	14825
346	3110	14817
347	3118	14806
348	3127	14794
349	3135	14783
350	3144	14770
351	3150	14749
352	3159	14743
353	3167	14729
354	3176	14718
355	3185	14708
356	3194	14700
357	3201	14686
358	3210	14673
359	3219	14666
360	3228	14656
361	3236	14646
362	3244	14631
363	3254	14625
364	3263	14617
365	3268	14592
366	3276	14580
367	3284	14567
368	3292	14553
369	3302	14547
370	3310	14535
371	3319	14528
372	3328	14519
373	3336	14507
374	3343	14489
375	3352	14480
376	3361	14472
377	3368	14453
378	3376	14443
379	3385	14433
380	3393	14422
381	3401	14407
382	3412	14407
383	3422	14403
384	3435	14410
385	3445	14405
386	3453	14393
387	3461	14380
388	3468	14365
389	3477	14355
390	3486	14346
391	3494	14334
392	3503	14327
393	3513	14321
394	3522	14311
395	3531	14303
396	3539	14292
397	3546	14275
398	3555	14266
399	3565	14262
400	3573	14250
401	3585	14251
402	3593	14242
403	3602	14232
404	3611	14224
405	3621	14217
406	3629	14206
407	3638	14196
408	3645	14182
409	3653	14169
410	3661	14157
411	3669	14145
412	3678	14134
413	3687	14124
414	3696	14116
415	3706	14113
416	3713	14098
417	3722	14086
418	3731	14078
419	3741	14076
420	3749	14063
421	3757	14048
422	3766	14042
423	3775	14034
424	3784	14025
425	3795	14025
426	3803	14013
427	3811	14000
428	3819	13987
429	3829	13980
430	3837	13971
431	3845	13957
432	3855	13953
433	3863	13941
434	3873	13934
435	3882	13926
436	3888	13909
437	3897	13897
438	3905	13887
439	3913	13875
440	3925	13876
441	3935	13873
442	3948	13877
443	3962	13887
444	3974	13887
445	3988	13898
446	3998	13891
447	4012	13900
448	4024	13903
449	4040	13916
450	4049	13907
451	4060	13906
452	4069	13897
453	4079	13892
454	4088	13882
455	4096	13869
456	4105	13862
457	4117	13862
458	4126	13854
459	4135	13843
460	4142	13829
461	4151	13819
462	4158	13805
463	4168	13797
464	4176	13785
465	4184	13773
466	4193	13764
467	4200	13751
468	4209	13741
469	4217	13729
470	4230	13733
471	4238	13722
472	4253	13730
473	4265	13731
474	4276	13730
475	4287	13725
476	4298	13724
477	4308	13719
478	4320	13718
479	4330	13714
480	4340	13706
481	4352	13707
482	4365	13710
483	4373	13698
484	4381	13686
485	4390	13678
486	4399	13667
487	4407	13657
488	4417	13650
489	4427	13643
490	4436	13633
491	4445	13626
492	4454	13616
493	4464	13611
494	4479	13619
495	4492	13623
496	4507	13630
497	4516	13623
498	4526	13614
499	4535	13607
500	4559	13642
501	4577	13660
502	4590	13662
503	4600	13656
504	4609	13646
505	4619	13639
506	4628	13629
507	4637	13619
508	4645	13606
509	4653	13595
510	4664	13591
511	4675	13587
512	4684	13578
513	4696	13577
514	4705	13569
515	4715	13561
516	4725	13553
517	4735	13547
518	4744	13538
519	4752	13526
520	4761	13518
521	4769	13505
522	4781	13504
523	4792	13498
524	4803	13494
525	4810	13480
526	4818	13469
527	4827	13459
528	4835	13447
529	4847	13446
530	4858	13439
531	4868	13432
532	4877	13423
533	4890	13425
534	4901	13421
535	4910	13412
536	4920	13405
537	4933	13407
538	4943	13400
539	4953	13393
540	4966	13393
541	4978	13393
542	4991	13392
543	4999	13382
544	5012	13382
545	5024	13379
546	5037	13379
547	5050	13382
548	5061	13376
549	5071	13370
550	5079	13357
551	5091	13357
552	5101	13347
553	5112	13343
554	5120	13331
555	5131	13327
556	5141	13319
557	5151	13313
558	5161	13304
559	5171	13299
560	5181	13290
561	5189	13278
562	5200	13273
563	5209	13262
564	5217	13252
565	5226	13242
566	5235	13232
567	5245	13223
568	5253	13211
569	5261	13200
570	5269	13188
571	5277	13175
572	5286	13164
573	5293	13150
574	5301	13139
575	5308	13124
576	5318	13115
577	5328	13108
578	5337	13098
579	5347	13092
580	5357	13084
581	5365	13072
582	5373	13061
583	5385	13057
584	5393	13046
585	5402	13036
586	5411	13027
587	5423	13024
588	5434	13018
589	5442	13005
590	5450	12994
591	5459	12984
592	5469	12976
593	5478	12966
594	5488	12961
595	5501	12960
596	5511	12951
597	5522	12947
598	5531	12938
599	5540	12927
600	5551	12922
601	5560	12913
602	5568	12901
603	5577	12891
604	5587	12884
605	5596	12872
606	5604	12862
607	5614	12853
608	5623	12843
609	5632	12834
610	5640	12823
611	5649	12812
612	5658	12802
613	5667	12794
614	5675	12781
615	5684	12772
616	5692	12760
617	5701	12750
618	5708	12736
619	5718	12727
620	5727	12717
621	5734	12703
622	5743	12694
623	5754	12689
624	5766	12685
625	5776	12677
626	5784	12666
627	5793	12657
628	5802	12647
629	5810	12635
630	5817	12621
631	5826	12611
632	5836	12604
633	5847	12597
634	5855	12587
635	5864	12578
636	5876	12573
637	5883	12560
638	5890	12547
639	5898	12534
640	5909	12528
641	5919	12522
642	5931	12517
643	5943	12514
644	5953	12506
645	5964	12501
646	5983	12513
647	5994	12507
648	6008	12507
649	6020	12503
650	6030	12496
651	6042	12493
652	6056	12492
653	6070	12494
654	6085	12495
655	6097	12492
656	6112	12495
657	6123	12487
658	6132	12478
659	6145	12477
660	6155	12470
661	6165	12461
662	6175	12452
663	6185	12445
664	6196	12438
665	6209	12436
666	6221	12433
667	6230	12422
668	6244	12423
669	6255	12416
670	6266	12412
671	6279	12410
672	6291	12405
673	6300	12395
674	6309	12386
675	6320	12378
676	6329	12369
677	6341	12364
678	6353	12359
679	6361	12348
680	6372	12341
681	6380	12329
682	6388	12318
683	6397	12308
684	6405	12297
685	6414	12287
686	6423	12276
687	6435	12272
688	6448	12269
689	6460	12265
690	6470	12257
691	6481	12251
692	6493	12247
693	6501	12235
694	6511	12227
695	6521	12217
696	6533	12213
697	6542	12203
698	6551	12193
699	6560	12184
700	6569	12173
701	6579	12165
702	6588	12155
703	6596	12144
704	6605	12133
705	6615	12125
706	6623	12113
707	6631	12102
708	6640	12091
709	6649	12082
710	6659	12073
711	6667	12062
712	6677	12052
713	6686	12043
714	6696	12034
715	6704	12022
716	6712	12012
717	6720	12000
718	6730	11990
719	6737	11978
720	6744	11964
721	6753	11954
722	6762	11943
723	6771	11935
724	6780	11924
725	6794	11923
726	6804	11914
727	6813	11904
728	6821	11892
729	6829	11881
730	6838	11871
731	6847	11861
732	6856	11850
733	6866	11843
734	6875	11833
735	6883	11821
736	6892	11811
737	6901	11801
738	6910	11792
739	6920	11783
740	6928	11771
741	6937	11761
742	6948	11755
743	6959	11748
744	6969	11739
745	6978	11729
746	6986	11719
747	6995	11709
748	7005	11700
749	7015	11693
750	7024	11683
751	7033	11671
752	7041	11660
753	7051	11652
754	7059	11640
755	7067	11629
756	7073	11614
757	7080	11601
758	7089	11591
759	7097	11580
760	7107	11572
761	7116	11561
762	7124	11550
763	7133	11540
764	7142	11531
765	7154	11525
766	7163	11514
767	7172	11506
768	7182	11496
769	7191	11488
770	7200	11477
771	7210	11468
772	7219	11459
773	7228	11449
774	7237	11439
775	7246	11429
776	7255	11419
777	7264	11411
778	7273	11400
779	7281	11388
780	7289	11378
781	7298	11367
782	7306	11356
783	7318	11351
784	7332	11349
785	7341	11338
786	7350	11328
787	7360	11321
788	7368	11310
789	7378	11300
790	7387	11291
791	7396	11281
792	7405	11272
793	7413	11260
794	7421	11249
795	7430	11239
796	7439	11229
797	7448	11219
798	7457	11209
799	7468	11203
800	7478	11193
801	7486	11183
802	7495	11173
803	7504	11164
804	7515	11156
805	7523	11145
806	7532	11135
807	7541	11125
808	7551	11117
809	7562	11110
810	7572	11102
811	7581	11092
812	7589	11081
813	7599	11072
814	7610	11065
815	7619	11055
816	7629	11046
817	7637	11035
818	7646	11026
819	7655	11016
820	7665	11008
821	7674	10998
822	7684	10990
823	7695	10983
824	7704	10972
825	7713	10962
826	7721	10951
827	7730	10941
828	7740	10933
829	7747	10921
830	7760	10917
831	7770	10908
832	7780	10899
833	7788	10889
834	7799	10881
835	7807	10870
836	7817	10862
837	7827	10853
838	7836	10843
839	7844	10833
840	7854	10823
841	7865	10818
842	7875	10808
843	7886	10801
844	7894	10790
845	7903	10780
846	7912	10771
847	7927	10769
848	7938	10762
849	7949	10754
850	7958	10745
851	7967	10735
852	7976	10726
853	7989	10721
854	8000	10713
855	8011	10707
856	8022	10699
857	8031	10690
858	8040	10680
859	8050	10672
860	8059	10661
861	8070	10654
862	8079	10644
863	8087	10632
864	8095	10623
865	8105	10614
866	8115	10605
867	8124	10595
868	8132	10584
869	8141	10574
870	8149	10563
871	8159	10554
872	8168	10544
873	8183	10542
874	8194	10536
875	8209	10534
876	8219	10524
877	8230	10518
878	8243	10513
879	8254	10505
880	8261	10493
881	8273	10487
882	8280	10475
883	8290	10466
884	8300	10457
885	8307	10445
886	8316	10435
887	8326	10426
888	8335	10417
889	8347	10410
890	8354	10399
891	8364	10390
892	8375	10382
893	8384	10372
894	8392	10362
895	8400	10350
896	8409	10340
897	8417	10330
898	8430	10324
899	8440	10316
900	8468	10329
901	8480	10323
902	8489	10313
903	8499	10304
904	8508	10294
905	8517	10284
906	8525	10273
907	8534	10264
908	8544	10255
909	8551	10243
910	8559	10231
911	8567	10220
912	8576	10210
913	8584	10200
914	8593	10190
915	8604	10182
916	8613	10172
917	8621	10161
918	8630	10151
919	8640	10142
920	8648	10132
921	8658	10123
922	8670	10117
923	8680	10108
924	8689	10099
925	8699	10090
926	8711	10083
927	8721	10075
928	8732	10066
929	8741	10057
930	8751	10048
931	8760	10039
932	8770	10030
933	8779	10020
934	8789	10011
935	8800	10003
936	8811	9996
937	8820	9986
938	8831	9979
939	8841	9970
940	8853	9963
941	8862	9954
942	8874	9946
943	8884	9938
944	8897	9932
945	8911	9928
946	8925	9924
947	8934	9915
948	8946	9907
949	8957	9899
950	8969	9894
951	8982	9888
952	8993	9880
953	9002	9870
954	9012	9862
955	9022	9852
956	9033	9845
957	9043	9836
958	9051	9825
959	9061	9816
960	9069	9805
961	9077	9795
962	9086	9785
963	9095	9774
964	9104	9765
965	9113	9755
966	9122	9745
967	9132	9735
968	9141	9726
969	9151	9717
970	9160	9708
971	9169	9697
972	9180	9689
973	9188	9678
974	9196	9668
975	9206	9659
976	9215	9649
977	9224	9639
978	9234	9630
979	9246	9624
980	9257	9615
981	9269	9609
982	9278	9599
983	9289	9591
984	9298	9581
985	9308	9572
986	9317	9563
987	9326	9553
988	9335	9543
989	9348	9537
990	9357	9527
991	9370	9521
992	9382	9515
993	9391	9505
994	9405	9499
995	9421	9497
996	9432	9489
997	9443	9481
998	9451	9470
999	9458	9458
1000	9467	9448
1001	9477	9440
1002	9486	9429
1003	9494	9418
1004	9503	9409
1005	9512	9398
1006	9521	9388
1007	9530	9378
1008	9540	9370
1009	9548	9359
1010	9559	9351
1011	9568	9341
1012	9578	9332
1013	9586	9322
1014	9595	9311
1015	9602	9300
1016	9613	9291
1017	9622	9282
1018	9631	9272
1019	9640	9262
1020	9648	9251
1021	9659	9243
1022	9669	9234
1023	9683	9229
1024	9694	9221
1025	9704	9212
1026	9713	9202
1027	9722	9193
1028	9731	9183
1029	9743	9175
1030	9752	9165
1031	9760	9155
1032	9770	9146
1033	9780	9136
1034	9789	9127
1035	9798	9117
1036	9808	9108
1037	9816	9097
1038	9825	9087
1039	9835	9079
1040	9845	9070
1041	9854	9059
1042	9865	9051
1043	9872	9040
1044	9885	9034
1045	9897	9026
1046	9906	9016
1047	9916	9007
1048	9926	8998
1049	9935	8989
1050	9944	8979
1051	9953	8969
1052	9963	8960
1053	9973	8951
1054	9983	8942
1055	9991	8931
1056	10001	8922
1057	10012	8914
1058	10022	8905
1059	10030	8895
1060	10041	8887
1061	10051	8878
1062	10059	8867
1063	10068	8857
1064	10079	8849
1065	10088	8839
1066	10097	8829
1067	10107	8820
1068	10115	8810
1069	10125	8800
1070	10135	8791
1071	10142	8780
1072	10153	8771
1073	10163	8763
1074	10172	8752
1075	10183	8744
1076	10192	8734
1077	10203	8727
1078	10213	8717
1079	10224	8709
1080	10232	8699
1081	10241	8689
1082	10250	8679
1083	10259	8669
1084	10271	8662
1085	10281	8653
1086	10292	8645
1087	10302	8635
1088	10312	8626
1089	10323	8618
1090	10340	8615
1091	10353	8608
1092	10362	8598
1093	10373	8590
1094	10382	8581
1095	10391	8571
1096	10402	8562
1097	10412	8553
1098	10420	8543
1099	10429	8533
1100	10438	8523
1101	10447	8513
1102	10456	8503
1103	10466	8494
1104	10479	8488
1105	10491	8480
1106	10501	8471
1107	10511	8462
1108	10521	8452
1109	10530	8443
1110	10539	8433
1111	10549	8424
1112	10559	8415
1113	10568	8405
1114	10577	8395
1115	10586	8385
1116	10596	8376
1117	10603	8365
1118	10614	8356
1119	10628	8350
1120	10637	8341
1121	10648	8333
1122	10658	8323
1123	10670	8315
1124	10678	8305
1125	10687	8295
1126	10697	8286
1127	10705	8275
1128	10713	8265
1129	10723	8255
1130	10731	8245
1131	10741	8236
1132	10752	8227
1133	10761	8217
1134	10769	8207
1135	10780	8199
1136	10789	8189
1137	10799	8180
1138	10808	8170
1139	10816	8159
1140	10826	8150
1141	10834	8140
1142	10843	8129
1143	10853	8121
1144	10864	8112
1145	10873	8102
1146	10883	8094
1147	10893	8084
1148	10901	8074
1149	10911	8064
1150	10921	8055
1151	10930	8046
1152	10940	8036
1153	10949	8027
1154	10958	8017
1155	10970	8009
1156	10979	7999
1157	10987	7989
1158	10998	7980
1159	11007	7971
1160	11016	7960
1161	11025	7950
1162	11034	7941
1163	11044	7932
1164	11053	7922
1165	11061	7911
1166	11069	7901
1167	11079	7892
1168	11087	7881
1169	11097	7872
1170	11105	7861
1171	11114	7852
1172	11122	7841
1173	11131	7832
1174	11141	7823
1175	11149	7812
1176	11160	7803
1177	11169	7793
1178	11178	7784
1179	11187	7774
1180	11198	7765
1181	11207	7756
1182	11215	7745
1183	11224	7735
1184	11232	7725
1185	11242	7716
1186	11251	7706
1187	11260	7696
1188	11268	7686
1189	11282	7679
1190	11290	7669
1191	11300	7660
1192	11311	7651
1193	11321	7642
1194	11330	7632
1195	11338	7622
1196	11348	7613
1197	11358	7604
1198	11368	7595
1199	11378	7585
1200	11387	7576
1201	11397	7566
1202	11409	7558
1203	11419	7549
1204	11428	7540
1205	11437	7530
1206	11445	7519
1207	11455	7510
1208	11465	7501
1209	11477	7493
1210	11486	7483
1211	11493	7472
1212	11502	7463
1213	11512	7453
1214	11520	7442
1215	11529	7433
1216	11537	7422
1217	11546	7413
1218	11554	7402
1219	11564	7393
1220	11572	7383
1221	11581	7373
1222	11590	7363
1223	11599	7354
1224	11612	7346
1225	11620	7336
1226	11632	7328
1227	11644	7320
1228	11654	7311
1229	11666	7303
1230	11677	7295
1231	11685	7284
1232	11696	7275
1233	11708	7267
1234	11718	7258
1235	11729	7249
1236	11741	7242
1237	11751	7232
1238	11760	7223
1239	11769	7213
1240	11785	7207
1241	11794	7198
1242	11800	7186
1243	11810	7177
1244	11818	7167
1245	11831	7159
1246	11843	7151
1247	11853	7142
1248	11862	7132
1249	11871	7123
1250	11882	7114
1251	11891	7104
1252	11899	7094
1253	11918	7090
1254	11931	7082
1255	11939	7072
1256	11952	7064
1257	11964	7056
1258	11973	7047
1259	11983	7037
1260	11990	7027
1261	12001	7018
1262	12011	7009
1263	12021	6999
1264	12031	6990
1265	12039	6980
1266	12047	6969
1267	12056	6960
1268	12065	6950
1269	12074	6940
1270	12084	6931
1271	12093	6921
1272	12102	6911
1273	12110	6901
1274	12118	6891
1275	12127	6881
1276	12135	6870
1277	12145	6861
1278	12154	6851
1279	12162	6841
1280	12171	6831
1281	12180	6822
1282	12189	6812
1283	12199	6802
1284	12212	6795
1285	12225	6787
1286	12235	6778
1287	12244	6768
1288	12255	6760
1289	12264	6750
1290	12273	6740
1291	12282	6730
1292	12289	6720
1293	12300	6711
1294	12310	6701
1295	12322	6693
1296	12333	6684
1297	12344	6676
1298	12355	6667
1299	12365	6658
1300	12375	6649
1301	12386	6640
1302	12395	6630
1303	12404	6620
1304	12414	6611
1305	12426	6603
1306	12437	6594
1307	12452	6587
1308	12468	6581
1309	12481	6574
1310	12492	6565
1311	12504	6557
1312	12517	6549
1313	12526	6539
1314	12537	6530
1315	12549	6522
1316	12560	6513
1317	12570	6504
1318	12584	6497
1319	12598	6490
1320	12611	6482
1321	12622	6473
1322	12630	6463
1323	12639	6453
1324	12649	6444
1325	12658	6434
1326	12666	6424
1327	12675	6414
1328	12684	6404
1329	12693	6394
1330	12703	6385
1331	12713	6375
1332	12723	6366
1333	12732	6356
1334	12740	6346
1335	12748	6336
1336	12758	6326
1337	12768	6317
1338	12778	6308
1339	12787	6298
1340	12796	6288
1341	12805	6278
1342	12817	6270
1343	12828	6261
1344	12838	6252
1345	12848	6242
1346	12858	6233
1347	12868	6224
1348	12878	6214
1349	12887	6205
1350	12896	6195
1351	12905	6185
1352	12914	6175
1353	12923	6166
1354	12933	6156
1355	12943	6147
1356	12954	6138
1357	12964	6129
1358	12973	6119
1359	12983	6110
1360	12991	6099
1361	13002	6090
1362	13012	6081
1363	13021	6071
1364	13028	6060
1365	13037	6050
1366	13046	6041
1367	13054	6031
1368	13063	6021
1369	13071	6011
1370	13082	6002
1371	13093	5993
1372	13101	5983
1373	13110	5973
1374	13121	5964
1375	13130	5954
1376	13140	5945
1377	13149	5935
1378	13159	5925
1379	13169	5916
1380	13178	5907
1381	13187	5896
1382	13196	5887
1383	13205	5877
1384	13214	5867
1385	13224	5858
1386	13233	5848
1387	13242	5838
1388	13252	5829
1389	13262	5820
1390	13273	5811
1391	13288	5804
1392	13298	5794
1393	13308	5785
1394	13319	5776
1395	13326	5765
1396	13340	5758
1397	13352	5749
1398	13362	5740
1399	13371	5730
1400	13381	5721
1401	13391	5711
1402	13399	5701
1403	13410	5692
1404	13422	5684
1405	13435	5675
1406	13446	5667
1407	13455	5657
1408	13464	5647
1409	13474	5638
1410	13484	5629
1411	13494	5619
1412	13504	5609
1413	13513	5600
1414	13522	5590
1415	13534	5581
1416	13546	5573
1417	13559	5565
1418	13572	5557
1419	13584	5548
1420	13593	5538
1421	13609	5531
1422	13622	5523
1423	13634	5515
1424	13647	5506
1425	13655	5496
1426	13664	5486
1427	13674	5477
1428	13682	5467
1429	13690	5457
1430	13701	5447
1431	13709	5437
1432	13718	5428
1433	13728	5418
1434	13738	5409
1435	13749	5400
1436	13755	5389
1437	13764	5379
1438	13773	5369
1439	13784	5360
1440	13794	5351
1441	13805	5342
1442	13815	5332
1443	13824	5322
1444	13833	5313
1445	13844	5304
1446	13856	5295
1447	13865	5285
1448	13874	5275
1449	13884	5266
1450	13892	5256
1451	13901	5246
1452	13910	5236
1453	13920	5227
1454	13930	5218
1455	13939	5208
1456	13953	5200
1457	13963	5190
1458	13975	5182
1459	13984	5172
1460	13994	5162
1461	14006	5154
1462	14014	5144
1463	14024	5134
1464	14033	5124
1465	14042	5115
1466	14052	5105
1467	14059	5095
1468	14068	5085
1469	14078	5075
1470	14087	5066
1471	14097	5056
1472	14106	5046
1473	14115	5037
1474	14123	5026
1475	14132	5017
1476	14141	5007
1477	14151	4998
1478	14159	4987
1479	14170	4978
1480	14180	4969
1481	14190	4959
1482	14197	4949
1483	14207	4940
1484	14217	4930
1485	14229	4921
1486	14238	4912
1487	14246	4901
1488	14255	4892
1489	14264	4882
1490	14272	4872
1491	14283	4863
1492	14293	4853
1493	14302	4844
1494	14316	4836
1495	14329	4827
1496	14344	4819
1497	14355	4810
1498	14365	4801
1499	14377	4792
1500	14386	4782
1501	14396	4773
1502	14406	4763
1503	14417	4754
1504	14427	4745
1505	14438	4736
1506	14449	4726
1507	14461	4718
1508	14472	4709
1509	14480	4699
1510	14491	4689
1511	14501	4680
1512	14511	4670
1513	14522	4661
1514	14532	4652
1515	14543	4643
1516	14553	4633
1517	14566	4625
1518	14578	4616
1519	14594	4608
1520	14608	4600
1521	14620	4591
1522	14632	4582
1523	14643	4573
1524	14651	4563
1525	14665	4555
1526	14674	4545
1527	14682	4535
1528	14694	4526
1529	14704	4517
1530	14718	4508
1531	14730	4499
1532	14748	4492
1533	14764	4485
1534	14780	4477
1535	14794	4469
1536	14809	4461
1537	14823	4452
1538	14834	4443
1539	14848	4435
1540	14861	4426
1541	14873	4417
1542	14888	4409
1543	14904	4401
1544	14919	4393
1545	14937	4386
1546	14947	4376
1547	14960	4368
1548	14974	4359
1549	14991	4352
1550	15002	4343
1551	15012	4333
1552	15024	4324
1553	15034	4314
1554	15045	4305
1555	15054	4295
1556	15066	4286
1557	15075	4276
1558	15084	4267
1559	15092	4256
1560	15102	4247
1561	15110	4237
1562	15121	4227
1563	15133	4218
1564	15142	4209
1565	15153	4199
1566	15163	4189
1567	15172	4180
1568	15182	4170
1569	15193	4161
1570	15202	4151
1571	15211	4141
1572	15223	4132
1573	15237	4123
1574	15250	4115
1575	15264	4106
1576	15278	4098
1577	15291	4089
1578	15303	4080
1579	15311	4070
1580	15322	4060
1581	15330	4050
1582	15339	4040
1583	15349	4031
1584	15359	4021
1585	15371	4012
1586	15379	4002
1587	15388	3992
1588	15397	3982
1589	15407	3973
1590	15417	3963
1591	15428	3953
1592	15437	3944
1593	15447	3934
1594	15456	3924
1595	15467	3915
1596	15478	3905
1597	15487	3896
1598	15495	3885
1599	15505	3876
1600	15515	3866
1601	15525	3857
1602	15533	3847
1603	15542	3837
1604	15551	3827
1605	15560	3817
1606	15569	3807
1607	15580	3798
1608	15589	3788
1609	15597	3778
1610	15607	3768
1611	15617	3758
1612	15627	3749
1613	15635	3739
1614	15642	3729
1615	15652	3719
1616	15662	3709
1617	15671	3699
1618	15679	3689
1619	15690	3680
1620	15699	3670
1621	15710	3661
1622	15719	3651
1623	15730	3642
1624	15746	3633
1625	15757	3624
1626	15766	3614
1627	15781	3606
1628	15790	3596
1629	15803	3587
1630	15812	3577
1631	15826	3568
1632	15840	3560
1633	15852	3550
1634	15864	3541
1635	15874	3531
1636	15884	3522
1637	15893	3512
1638	15902	3502
1639	15911	3492
1640	15921	3483
1641	15930	3473
1642	15939	3463
1643	15948	3453
1644	15959	3444
1645	15968	3434
1646	15975	3424
1647	15986	3414
1648	15995	3404
1649	16004	3394
1650	16015	3385
1651	16024	3375
1652	16036	3366
1653	16045	3356
1654	16056	3347
1655	16065	3337
1656	16074	3327
1657	16082	3317
1658	16090	3307
1659	16099	3297
1660	16108	3287
1661	16115	3277
1662	16124	3267
1663	16133	3257
1664	16145	3248
1665	16158	3239
1666	16167	3229
1667	16177	3220
1668	16186	3210
1669	16197	3200
1670	16216	3192
1671	16236	3185
1672	16251	3176
1673	16264	3167
1674	16275	3157
