iter	F1	Logloss
243	0.8975719424	0.2933014933
244	0.8974013128	0.2931260392
245	0.8975004496	0.2929705941
246	0.8977114338	0.2927764754
247	0.8978912819	0.292643477
248	0.8978325389	0.2924512804
249	0.8978509127	0.2923393861
250	0.8979316547	0.2922602043
251	0.8980711299	0.2920155394
252	0.8982509779	0.2918417871
253	0.898214366	0.2915158248
254	0.8981831265	0.2912904329
255	0.8984933663	0.2909488888
256	0.8986146096	0.2907161322
257	0.8985650668	0.2904294342
258	0.8987449957	0.2901932548
259	0.8988844908	0.2897990262
260	0.8989835387	0.2896002472
261	0.8992401421	0.2893711577
262	0.8993391179	0.2893041658
263	0.8995817781	0.289102933
264	0.8997211979	0.2890602075
265	0.899680741	0.2890381792
266	0.8995142137	0.2888734594
267	0.8997346048	0.2887517141
268	0.8997436243	0.2886115514
269	0.9000044982	0.2883701793
270	0.8999235371	0.2883205413
271	0.8998920669	0.2879608237
272	0.9002428713	0.287744987
273	0.9003597122	0.2875463185
274	0.9003192303	0.287337741
275	0.9004406871	0.2869638104
276	0.9006116208	0.2865997314
277	0.9008320216	0.2864655325
278	0.9006836992	0.2863497131
279	0.9010880317	0.2861807662
280	0.9011196547	0.2858584239
281	0.9013222992	0.2856997526
282	0.901362839	0.2855001357
283	0.9014122515	0.2853570726
284	0.9013805819	0.2852594635
285	0.9015427518	0.2848815378
286	0.9017720608	0.2847426313
287	0.9017632242	0.2846102027
288	0.9018708401	0.2843615277
289	0.9017897293	0.2842281446
290	0.9018708401	0.284121485
291	0.9018884892	0.2839446666
292	0.9019607843	0.2837533477
293	0.9022130263	0.2836102173
294	0.9022130263	0.2835075719
295	0.9022711941	0.2832902154
296	0.902294197	0.2830541764
297	0.9023841655	0.2829168248
298	0.9026047056	0.2828062287
299	0.9027440396	0.2826145494
300	0.9027615364	0.2823883539
301	0.9026715841	0.2820385263
302	0.9032519228	0.2818705529
303	0.9033331834	0.2815573134
304	0.9033738192	0.281472766
305	0.9033564294	0.281314787
306	0.9035770529	0.2809835638
307	0.9034057678	0.2808710005
308	0.9035363988	0.2807176096
309	0.9034464141	0.280578439
310	0.9034464141	0.2805367557
311	0.9036263835	0.2804335376
312	0.9037570304	0.2803628739
313	0.9039542939	0.2802274899
314	0.9037976962	0.2801150213
315	0.9039370079	0.2800356234
316	0.9040849379	0.2798843581
317	0.904125613	0.2796484216
318	0.9041428636	0.2795703672
319	0.9040528991	0.2793496381
320	0.9044190442	0.2791916289
321	0.904337653	0.2789175887
322	0.9046162152	0.2786512722
323	0.9046912248	0.2785294452
324	0.904828331	0.2781402581
325	0.9050575954	0.2779994905
326	0.9050746806	0.2779211644
327	0.9051154002	0.27784463
328	0.9052461082	0.2776391535
329	0.9053360929	0.2775487201
330	0.9053938549	0.2773937957
331	0.9055890559	0.2772462005
332	0.9055975522	0.2772061326
333	0.9057367829	0.2770449948
334	0.9055568054	0.2769079739
335	0.9055075594	0.2768244137
336	0.9054753228	0.276615724
337	0.9056552841	0.2764565957
338	0.9058760011	0.2763639971
339	0.9059982901	0.2762347333
340	0.9060390604	0.276119057
341	0.9062106211	0.2759174202
342	0.9059982901	0.2757246707
343	0.9062682806	0.2753413049
344	0.906399064	0.2751709329
345	0.9063906391	0.2749464401
346	0.9064806481	0.2748550045
347	0.9064398542	0.2747434135
348	0.9065298591	0.2746499175
349	0.9065790658	0.2745380165
350	0.9066690667	0.2744044679
351	0.9067266592	0.274308206
352	0.9070698888	0.2741717911
353	0.907299073	0.2740086238
354	0.9074707471	0.2738235878
355	0.9075282365	0.2737017206
356	0.9078390784	0.2734721433
357	0.9078307831	0.2733616567
358	0.9080025205	0.2731661425
359	0.9079942384	0.2730525124
360	0.9079942384	0.2729788899
361	0.9078550529	0.2728725956
362	0.9078550529	0.2727793844
363	0.9079207921	0.2726145796
364	0.9079290793	0.2724821636
365	0.9079782208	0.2724696536
366	0.9080273578	0.2723955423
367	0.9083547037	0.2722402547
368	0.9083790838	0.2720154505
369	0.9084364454	0.271957757
370	0.908428205	0.2719062415
371	0.9085755422	0.2717146321
372	0.908837293	0.2715971995
373	0.9088863892	0.2712957162
374	0.9089927086	0.2710489847
375	0.9093444909	0.2705820318
376	0.9092463442	0.2704712013
377	0.909287257	0.2704353505
378	0.909336333	0.2704048815
379	0.9092954198	0.2703100821
380	0.9095490955	0.2698613065
381	0.909696288	0.2697645738
382	0.9099662542	0.2695450239
383	0.909737221	0.2692291548
384	0.9099253127	0.2690579151
385	0.9098762655	0.2689493828
386	0.9098600423	0.2685100381
387	0.9100481483	0.2684504813
388	0.9101381452	0.2681697049
389	0.9101052821	0.268000754
390	0.9105471562	0.2675829439
391	0.910416198	0.2675211268
392	0.9107432068	0.2672434454
393	0.9107432068	0.2672350961
394	0.9110131366	0.2668744066
395	0.9110211426	0.2667855414
396	0.9111191076	0.2667464881
397	0.9111600918	0.2666911372
398	0.9110621261	0.2666466658
399	0.9110541234	0.2665115971
400	0.9111850985	0.2664530066
401	0.9112750832	0.2663322897
402	0.9112591126	0.2662693082
403	0.9113160855	0.266157491
404	0.911496063	0.2660120904
405	0.9116111611	0.2658023064
406	0.9116191162	0.2656931887
407	0.9116680916	0.2656203882
408	0.9116680916	0.2655463121
409	0.9118480853	0.2653811607
410	0.9117501463	0.2652675138
411	0.9118811881	0.2650263516
412	0.912028079	0.2649517967
413	0.9120359955	0.2648578604
414	0.9120201611	0.2646698306
415	0.912264915	0.2644033687
416	0.9123548997	0.2643655914
417	0.9123470122	0.2642039057
418	0.9122238719	0.2639555206
419	0.9121512151	0.2637822682
420	0.9121180759	0.263704804
421	0.9121180759	0.2636379779
422	0.9122080727	0.263469396
423	0.9123312331	0.2632998035
424	0.9124212421	0.2632806244
425	0.912658057	0.2631149451
426	0.9127969762	0.2629883911
427	0.9128380507	0.2628945968
428	0.9128302057	0.2627690285
429	0.9131080412	0.2625369103
430	0.9130102156	0.2624606977
431	0.9131569474	0.2623032229
432	0.9132802304	0.2621990724
433	0.913436867	0.2620031787
434	0.9135013501	0.2618910689
435	0.9134446595	0.2617916161
436	0.9134035467	0.2617122797
437	0.9133546383	0.2616442162
438	0.9134113411	0.261323697
439	0.9134602403	0.2613166731
440	0.9136969042	0.2612064676
441	0.9135658043	0.2609903683
442	0.9137946549	0.2606247912
443	0.9139978409	0.260243354
444	0.9141468683	0.2600684797
445	0.9142368611	0.2596956461
446	0.9144014401	0.2592962027
447	0.9145326072	0.2592078436
448	0.9147768179	0.2589785655
449	0.9146303047	0.2587496946
450	0.9151779688	0.25840489
451	0.9151215122	0.2582218119
452	0.9150573937	0.2581034275
453	0.9150573937	0.2580527929
454	0.9152527116	0.2576942791
455	0.9152862802	0.2575089666
456	0.9153427247	0.2574364489
457	0.9153915392	0.2572406718
458	0.9155715572	0.2571215653
459	0.9159164566	0.2569950635
460	0.9156951884	0.2568881417
461	0.9158264314	0.2566974116
462	0.916130194	0.2564482592
463	0.9164903435	0.2561678498
464	0.9163515217	0.2560595898
465	0.9163515217	0.2559880047
466	0.9164753028	0.2558036283
467	0.9167379655	0.2556287168
468	0.9167379655	0.2556206865
469	0.9167529602	0.2555242005
470	0.9166629148	0.2553251429
471	0.9167041873	0.2552303415
472	0.9166704182	0.2550392705
473	0.9168842864	0.2548449453
474	0.9168017288	0.2547394145
475	0.9168992527	0.254605469
476	0.9169255707	0.2544940871
477	0.9168430057	0.2543378187
478	0.9168768012	0.2542299888
479	0.9169519006	0.2539038034
480	0.9172634329	0.2535629362
481	0.9173535108	0.2534025495
482	0.9173609547	0.2531894648
483	0.9171395118	0.2530427339
484	0.9172072072	0.2529032755
485	0.9172559795	0.2527973852
486	0.9173386189	0.2526598034
487	0.9174361515	0.2525524128
488	0.9174626059	0.2524105039
489	0.9174138319	0.2522397042
490	0.9176841631	0.2520025235
491	0.9177742735	0.2518597968
492	0.9177255114	0.2516347004
493	0.9179131375	0.2514434827
494	0.9180933502	0.2512951641
495	0.9181981982	0.251196191
496	0.9183103666	0.2510799463
497	0.9183370118	0.2509340682
498	0.9184344458	0.2507757733
499	0.918295649	0.2506364181
500	0.918565895	0.2504720229
501	0.918565895	0.2502925502
502	0.9186559769	0.2501764736
503	0.91857323	0.2499482698
504	0.9188507611	0.2498108921
505	0.918865376	0.2495431734
506	0.918865376	0.2494259991
507	0.9190308926	0.2491956387
508	0.919211024	0.2491016959
509	0.9188361409	0.2489543578
510	0.9188848354	0.2487543101
511	0.9189895078	0.2484546792
512	0.9191282421	0.2483275351
513	0.9191769103	0.248241318
514	0.9194201855	0.2480607375
515	0.9195733381	0.2477526445
516	0.9196147268	0.247581461
517	0.9194833251	0.2472519823
518	0.9196002521	0.2469845429
519	0.9196902854	0.2469190832
520	0.9196002521	0.2467637954
521	0.9196488859	0.2465507179
522	0.9196147268	0.2464837825
523	0.9196488859	0.2463657674
524	0.9198019802	0.2462637282
525	0.9198289444	0.2461534172
526	0.919821726	0.2460220092
527	0.9198289444	0.2459462969
528	0.9199189737	0.2457249722
529	0.9200090029	0.2455742346
530	0.920106225	0.2453841637
531	0.9202376665	0.2452184695
532	0.9202790907	0.2451224569
533	0.920417717	0.2449085376
534	0.9204734687	0.2447183464
535	0.9206463519	0.2445784815
536	0.9209092955	0.2444284296
537	0.9208607185	0.2441935579
538	0.9210621062	0.2439646786
539	0.9209306512	0.2437653152
540	0.9208820882	0.2435214502
541	0.9208820882	0.2432732302
542	0.9209448819	0.2431153955
543	0.9210763139	0.2428921146
544	0.9213462923	0.2427158851
545	0.9212492125	0.2426172126
546	0.9213462923	0.2424618653
547	0.921699217	0.2421569108
548	0.9218862491	0.2419964245
549	0.9221077262	0.2416721487
550	0.9222252228	0.2415926535
551	0.9222252228	0.2414578302
552	0.9222737297	0.2413678487
553	0.9221977231	0.2411252883
554	0.9222807254	0.2410459274
555	0.9225577105	0.2408830174
556	0.9226407452	0.240710736
557	0.9229107601	0.2405006228
558	0.9228622862	0.2404216316
559	0.9228068596	0.2403330439
560	0.9228968808	0.2401876867
561	0.9230838472	0.2400095697
562	0.9229176979	0.2397372544
563	0.9231807749	0.239595828
564	0.9232223222	0.2394857264
565	0.9234023402	0.2394341772
566	0.9235823582	0.2392143171
567	0.9236929722	0.2390399006
568	0.9241435196	0.2387427521
569	0.924136689	0.2386300006
570	0.9241435196	0.23853954
571	0.9242819843	0.2384884712
572	0.9243235943	0.2383573231
573	0.9243304074	0.2383003932
574	0.9244688513	0.2381656532
575	0.9246353323	0.2377977638
576	0.9246837438	0.2376908423
577	0.9246421176	0.2375991361
578	0.9246004952	0.2373782876
579	0.9246353323	0.2371183853
580	0.9249403395	0.2369084528
581	0.9250303931	0.236803567
582	0.9249887438	0.2366370912
583	0.9249887438	0.23651797
584	0.9251137029	0.2362108744
585	0.9251621037	0.2361559347
586	0.9252454292	0.2360289055
587	0.9253287696	0.2359791552
588	0.9255156264	0.2358293595
589	0.9254739497	0.2356968315
590	0.9251970277	0.2356057545
591	0.925480661	0.2354567278
592	0.925480661	0.2354051503
593	0.9256056922	0.2352447021
594	0.925654073	0.2350530478
595	0.925654073	0.2350360056
596	0.9257441347	0.2349510555
597	0.9258141525	0.2347923459
598	0.925682371	0.2346039033
599	0.9257657658	0.234487043
600	0.9257523878	0.2342803446
601	0.9259743185	0.234144337
602	0.9259743185	0.2340874675
603	0.9260644289	0.2340039013
604	0.9259743185	0.2338258323
605	0.9259676475	0.2337198591
606	0.926057766	0.2335835185
607	0.9262512952	0.2334285443
608	0.9262996666	0.2331548399
609	0.9263831321	0.2328506498
610	0.9266183161	0.2326511692
611	0.9268270704	0.2322754183
612	0.9268754224	0.2321543214
613	0.9269105984	0.2321134009
614	0.9271260534	0.2320215907
615	0.9273481161	0.2318395949
616	0.9272997701	0.231665862
617	0.9272932161	0.2315517693
618	0.9273415668	0.2315054165
619	0.9271965018	0.2314088494
620	0.9274669792	0.2310916079
621	0.9274604391	0.2309644501
622	0.9276760754	0.230863009
623	0.9277048663	0.2306919836
624	0.9278434202	0.2306319535
625	0.9279401154	0.2304668749
626	0.928007934	0.23024522
627	0.9281817772	0.2299830116
628	0.9281528892	0.2297564384
629	0.9285070321	0.2295375757
630	0.9284297819	0.2294949694
631	0.9283396431	0.229441306
632	0.928027401	0.2291724972
633	0.928027401	0.2290312101
634	0.9281528892	0.228876957
635	0.9284716275	0.2284139015
636	0.9285617704	0.2283509242
637	0.9287001983	0.2282338357
638	0.9289898171	0.2280242429
639	0.9289415581	0.2278406708
640	0.9289642117	0.2277057221
641	0.9288932949	0.2276359398
642	0.9289351539	0.2276037641
643	0.9291508924	0.2274725411
644	0.92933117	0.2273586627
645	0.9291927705	0.2271933593
646	0.9291381176	0.2270629416
647	0.9290607536	0.2269581961
648	0.9291508924	0.226843792
649	0.9292474087	0.2267200171
650	0.9296142754	0.2264177793
651	0.9295596917	0.2263250824
652	0.9296142754	0.2261637855
653	0.9295241528	0.2260628005
654	0.9295723877	0.2259613377
655	0.9295660403	0.2258939014
656	0.9296142754	0.2258253515
657	0.9297107326	0.2257174831
658	0.929830096	0.2253655016
659	0.9297818641	0.2252407255
660	0.9300103655	0.2251252507
661	0.9302744851	0.2248672818
662	0.9302744851	0.2248205989
663	0.9303709045	0.2246395874
664	0.9303646279	0.2245145487
665	0.9302744851	0.2243552425
666	0.9302807698	0.224334376
667	0.930328977	0.2241505289
668	0.930328977	0.2240677268
669	0.9303709045	0.223894895
670	0.9304002885	0.2237786626
671	0.9301235236	0.2235996133
672	0.9303101334	0.2234309713
673	0.9305323897	0.2233564808
674	0.9304422305	0.2231719175
675	0.9305449137	0.2230473145
676	0.9304967096	0.222978066
677	0.9307251994	0.2228379862
678	0.9307189542	0.2227948184
679	0.9307671505	0.2226999334
680	0.9306350566	0.2226876252
681	0.9305931134	0.2225764272
682	0.9310438075	0.2223570547
683	0.9310438075	0.2222892803
684	0.931098193	0.221977503
685	0.9313266042	0.2218862724
686	0.9312364816	0.2218007586
687	0.9311945208	0.2216884308
688	0.9314105453	0.2215172047
689	0.9314586995	0.2213975829
690	0.9316686199	0.2213126195
691	0.931433981	0.2210467278
692	0.9315599639	0.2208228085
693	0.9315723044	0.2207513609
694	0.9316562979	0.2206477682
695	0.9317526145	0.2205498741
696	0.9319329246	0.2204880924
697	0.9319329246	0.2204837644
698	0.9319626674	0.220210175
699	0.9318786349	0.2201415227
700	0.9321430182	0.2200093438
701	0.9322935449	0.2198775096
702	0.9323294712	0.2197839987
703	0.9325158905	0.2196693625
704	0.9326541652	0.2193357669
705	0.932648093	0.2190982526
706	0.9325158905	0.2190265578
707	0.9325579299	0.2189850064
708	0.9329367226	0.218684289
709	0.9330628803	0.2184352693
710	0.9335136353	0.2181895712
711	0.9335557158	0.2180435606
712	0.9335136353	0.2178223767
713	0.9336157556	0.2176499268
714	0.9336879592	0.2174853227
715	0.9338742394	0.2173716584
716	0.9338802001	0.2172418825
717	0.9340604859	0.217193133
718	0.9339222933	0.2171065088
719	0.9340064912	0.2170201083
720	0.9339643904	0.2169963277
721	0.9342466988	0.2168663541
722	0.9341986659	0.2166662234
723	0.9342348434	0.2164957469
724	0.9342828811	0.2163739774
725	0.9345533219	0.2161556491
726	0.9346434689	0.2160575855
727	0.934691486	0.2159573467
728	0.9345895506	0.215812965
729	0.9346620372	0.2156635998
730	0.9346797097	0.2154033692
731	0.9349256422	0.2152332881
732	0.9350040566	0.2150546863
733	0.9351000541	0.2149895274
734	0.9351480463	0.2149066899
735	0.9351059036	0.2147834069
736	0.9352803317	0.2146656634
737	0.9354606093	0.2144066935
738	0.9355085853	0.2142316734
739	0.9357732005	0.2140483354
740	0.9358153791	0.2139284205
741	0.9358575614	0.213868005
742	0.9358575614	0.2138274253
743	0.9358038049	0.2138100312
744	0.9358517784	0.2138077203
745	0.9361414269	0.2134589376
746	0.9361894025	0.2133601605
747	0.9361529444	0.2131646262
748	0.9362488729	0.2130756736
749	0.9363333033	0.2128902761
750	0.9364714369	0.2126301103
751	0.9366883117	0.2123915603
752	0.9365558912	0.2121028804
753	0.9365924055	0.212022355
754	0.9365444459	0.2119618871
755	0.9365444459	0.2119277662
756	0.9366289297	0.2118272411
757	0.9366403608	0.2116587342
758	0.9368629927	0.2114449233
759	0.9369588745	0.2112672132
760	0.9370068089	0.2111757423
761	0.9370969924	0.2110641857
762	0.9372181129	0.2110110755
763	0.9371279091	0.2108973418
764	0.9372181129	0.2106987448
765	0.9373139713	0.2106217098
766	0.9373083168	0.210565279
767	0.9374464439	0.2105283094
768	0.937531009	0.2103730525
769	0.937531009	0.2102924247
770	0.937632469	0.2101053147
771	0.9379397438	0.2098452456
772	0.9381624645	0.2097126118
773	0.9380299477	0.2096950328
774	0.9381089859	0.2094126034
775	0.9381992061	0.2093946911
776	0.9382103554	0.2092721344
777	0.9382415302	0.2091411396
778	0.9382415302	0.2090354536
779	0.9383629636	0.208782883
780	0.9384053066	0.2087548185
781	0.938596887	0.2086392232
782	0.9385011054	0.2085101502
783	0.9384532082	0.2083985425
784	0.9384955553	0.2083041223
785	0.9385747168	0.2082038915
786	0.9387239419	0.208108431
787	0.9387663012	0.2080014051
788	0.9388417824	0.2077178274
789	0.9388362652	0.2076446086
790	0.9389374944	0.2075893223
791	0.9391233766	0.2073624055
792	0.9392559188	0.2072403882
793	0.9394253755	0.2072136418
794	0.9393406395	0.2071839229
795	0.9393296946	0.2069819683
796	0.9394144449	0.2067435832
797	0.9393242207	0.2067008217
798	0.9395634133	0.2064682905
799	0.9394199107	0.2063487915
800	0.9396959993	0.2062184652
801	0.9397916385	0.206169332
802	0.9398764151	0.2059431246
803	0.9402372469	0.2055899271
804	0.9403274548	0.2054797707
805	0.9404176627	0.2054332069
806	0.9407467532	0.2052696097
807	0.9406458596	0.205200664
808	0.9408262674	0.2049564294
809	0.9408793687	0.2047407062
810	0.9407838362	0.2046355548
811	0.9408369408	0.2045361626
812	0.9411075036	0.2043317567
813	0.9411976912	0.2041350689
814	0.9412878788	0.2039319662
815	0.9414735323	0.2037706138
816	0.9415689811	0.2035529473
817	0.941468254	0.2034870495
818	0.9416433661	0.203234764
819	0.9417335618	0.2031373833
820	0.9418714769	0.203024986
821	0.9418237576	0.2028679096
822	0.9418237576	0.2028055111
823	0.9420466333	0.2026326855
824	0.9419989176	0.2025441105
825	0.942194968	0.2023729705
826	0.9424551276	0.202249506
827	0.9426406926	0.2021378101
828	0.9429486312	0.2019824782
829	0.9429280397	0.201890469
830	0.9430234132	0.2016857411
831	0.9430659569	0.2015986632
832	0.94301313	0.201544338
833	0.9429654363	0.2013635381
834	0.9432992016	0.2011827741
835	0.9433894177	0.2010546014
836	0.94348983	0.2008944975
837	0.9436651482	0.200768099
838	0.9436651482	0.2006083706
839	0.9437026344	0.2005114343
840	0.9437026344	0.2002563329
841	0.9437452068	0.1998532006
842	0.9439732948	0.1997448429
843	0.9441111462	0.1996983105
844	0.9442439553	0.1996336317
845	0.9441486962	0.1994973474
846	0.9442338928	0.1993826069
847	0.9441486962	0.1991419143
848	0.9442389245	0.1990336226
849	0.9442288602	0.1988815149
850	0.9442288602	0.1987122619
851	0.9444995939	0.1985092771
852	0.9446374588	0.1983768716
853	0.9449032083	0.1981286452
854	0.9449081803	0.1980265263
855	0.9450361011	0.1978138348
856	0.945078749	0.1977222606
857	0.9449984208	0.197608237
858	0.9452790184	0.1974019254
859	0.9452740808	0.1972839975
860	0.9452740808	0.1971788056
861	0.9453692426	0.1970393679
862	0.9455119531	0.1968759881
863	0.945654625	0.196787101
864	0.945654625	0.1967601894
865	0.9457301394	0.1964336751
866	0.9457776976	0.1963069486
867	0.9458630335	0.1961957283
868	0.9459959395	0.1960165087
869	0.9461764042	0.1959144121
870	0.9460958997	0.1957385008
871	0.9460861719	0.1956317017
872	0.946219094	0.1955318082
873	0.9463995669	0.1955063556
874	0.9463520282	0.1954826675
875	0.9464422686	0.195330775
876	0.9464849743	0.1953097928
877	0.9465373336	0.1951988935
878	0.9464471013	0.1949501325
879	0.9467129901	0.19480231
880	0.9466702761	0.1947105543
881	0.9468603392	0.1945434618
882	0.9468651331	0.1944658961
883	0.9470360011	0.1943776481
